id,project_a,project_b
1352,Core-js: Modular JavaScript polyfill library providing modern features across environments with focus on standards compliance.,Fast  lightweight JavaScript library for terminal styling with bright color support and strong TypeScript types.
1353,Fast JavaScript CRC32 library with rolling checksums  optimized for various environments.,Babel is a JavaScript compiler transforming ES6+ to ES5  enabling modern JS features in older browsers.
1358,Fast JavaScript CRC32 library with rolling checksums  optimized for various environments.,Node.js cmd-shim manages executable shims  supporting cross-platform execution and various Node.js versions.
1361,Fast JavaScript CRC32 library with rolling checksums  optimized for various environments.,Node.js stream piping utility with environment variable configuration and broad compatibility.
1362,Fast JavaScript CRC32 library with rolling checksums  optimized for various environments.,Mocha: JavaScript test framework with async support  rich matchers  and a flexible reporter API.
1363,Fast JavaScript CRC32 library with rolling checksums  optimized for various environments.,ESLint: Pluggable JavaScript linter enhancing DX  performance  and supporting modern JS/TS.
1367,Fast JavaScript CRC32 library with rolling checksums  optimized for various environments.,Gulp.js: Streaming build system using Node.js with ESM support  updated docs  and active maintenance.
1371,Fast JavaScript CRC32 library with rolling checksums  optimized for various environments.,cssnano: A PostCSS-based CSS minifier offering optimized presets  performance enhancements  and modular plugins.
1374,Fast JavaScript CRC32 library with rolling checksums  optimized for various environments.,JavaScript immutable state management library with TypeScript  focused on performance and featuring patches.
1377,Fast JavaScript CRC32 library with rolling checksums  optimized for various environments.,Pytest: Python testing framework with focus on performance  extensibility  and modern Python features.
1378,Fast JavaScript CRC32 library with rolling checksums  optimized for various environments.,SVGR transforms SVGs into React components  offering flexible configuration and build tool support.
1386,Fast JavaScript CRC32 library with rolling checksums  optimized for various environments.,JavaScript positioning library offering performant  accessible UI element placement with React/Vue integrations.
1393,Fast JavaScript CRC32 library with rolling checksums  optimized for various environments.,Fast JavaScript deep equality check with TypeScript support and optimized performance.
1398,Fast JavaScript CRC32 library with rolling checksums  optimized for various environments.,Node.js Snappy compression/decompression library focused on performance  cross-platform compatibility  and maintenance.
1405,Fast JavaScript CRC32 library with rolling checksums  optimized for various environments.,Pandas: Python data analysis library with PyArrow backend  CoW  and enhanced string dtype.
1408,Fast JavaScript CRC32 library with rolling checksums  optimized for various environments.,JavaScript YAML parser and dumper with security and performance enhancements.
1412,Fast JavaScript CRC32 library with rolling checksums  optimized for various environments.,RxJS: Reactive programming library with improved performance  new features  and TypeScript support.
1413,Fast JavaScript CRC32 library with rolling checksums  optimized for various environments.,FlatBuffers: efficient cross-platform serialization library with code generation  schema evolution  and broad language support.
1415,Fast JavaScript CRC32 library with rolling checksums  optimized for various environments.,Fast  extensible Node.js web framework with HTTP/2  plugins  hooks  and strong TypeScript support.
1420,JavaScript library for Long integer support  featuring WebAssembly  ESM  and TypeScript compatibility.,Go library providing GNU Readline-like interactive input with history  autocompletion  and Vim mode.
1422,JavaScript library for Long integer support  featuring WebAssembly  ESM  and TypeScript compatibility.,Browserslist: Node.js tool specifying browser support via queries  optimizing builds with polyfills and prefixes.
1423,JavaScript library for Long integer support  featuring WebAssembly  ESM  and TypeScript compatibility.,Rust command-line parser clap offers dynamic completion  enhanced help  and optimized value parsing.
1424,JavaScript library for Long integer support  featuring WebAssembly  ESM  and TypeScript compatibility.,Axios: Promise-based HTTP client (JS/TS) featuring Fetch adapter  enhanced headers  and strong security.
1428,JavaScript library for Long integer support  featuring WebAssembly  ESM  and TypeScript compatibility.,Boa: A high-performance  embeddable JavaScript engine written in Rust  featuring a CLI and modules.
1430,JavaScript color conversion library supporting many models (RGB  HSL  HSV  etc.) with automatic routing.,Performant CSS-in-JS library (Emotion) in TypeScript  featuring improved JSX runtime  Stylis v4  and enhanced DX.
1433,JavaScript color conversion library supporting many models (RGB  HSL  HSV  etc.) with automatic routing.,Node.js cmd-shim manages executable shims  supporting cross-platform execution and various Node.js versions.
1437,JavaScript color conversion library supporting many models (RGB  HSL  HSV  etc.) with automatic routing.,ESLint: Pluggable JavaScript linter enhancing DX  performance  and supporting modern JS/TS.
1438,JavaScript color conversion library supporting many models (RGB  HSL  HSV  etc.) with automatic routing.,Prettier is a JavaScript code formatter supporting multiple languages  focusing on consistent style  performance  and extensibility.
